[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Nivel],[Tipo],[Cuenta de la subcuenta],[Desglose de la subcuenta],[C/D de la subcuenta],[Ultimo epigrafe],[Izquierda(3)],[Sin signo],[Orden],[Order parent]
2460,Cuotas de fomento,Cuotas de fomento,Liability,E,,Yes,,24,,,,,,,,,,  
2464,De licores, cervezas y cigarrillos,De licores, cervezas y cigarrillos,Liability,E,,Yes,,24,,,,,,,,,,  
246405,De licores,De licores,Liability,E,,No,,2464,,,,,,,,,,  
246410,De cervezas,De cervezas,Liability,E,,No,,2464,,,,,,,,,,  
246415,De cigarrillos,De cigarrillos,Liability,E,,No,,2464,,,,,,,,,,  
2468,Al sacrificio de ganado,Al sacrificio de ganado,Liability,E,,Yes,,24,,,,,,,,,,  
2472,Al azar y juegos,Al azar y juegos,Liability,E,,Yes,,24,,,,,,,,,,  
2476,Gravámenes y regalías por utilización del suelo,Gravámenes y regalías por utilización del suelo,Liability,E,,Yes,,24,,,,,,,,,,  
2495,Otros,Otros,Liability,E,,Yes,,24,,,,,,,,,,  
25,Obligaciones laborales,Obligaciones laborales,Liability,E,,Yes,,2,,,,,,,,,,  
2505,Salarios por pagar,Salarios por pagar,Liability,E,,Yes,,25,,,,,,,,,,  
2510,Cesantías consolidadas,Cesantías consolidadas,Liability,E,,Yes,,25,,,,,,,,,,  
251005,Ley laboral anterior,Ley laboral anterior,Liability,E,,No,,2510,,,,,,,,,,  
251010,Ley 50 de 1990 y normas posteriores,Ley 50 de 1990 y normas posteriores,Liability,E,,No,,2510,,,,,,,,,,  
2515,Intereses sobre cesantías,Intereses sobre cesantías,Liability,E,,Yes,,25,,,,,,,,,,  
2520,Prima de servicios,Prima de servicios,Liability,E,,Yes,,25,,,,,,,,,,  
2525,Vacaciones consolidadas,Vacaciones consolidadas,Liability,E,,Yes,,25,,,,,,,,,,  
2530,Prestaciones extralegales,Prestaciones extralegales,Liability,E,,Yes,,25,,,,,,,,,,  
253005,Primas,Primas,Liability,E,,No,,2530,,,,,,,,,,  
253010,Auxilios,Auxilios,Liability,E,,No,,2530,,,,,,,,,,  
253015,Dotación y suministro a trabajadores,Dotación y suministro a trabajadores,Liability,E,,No,,2530,,,,,,,,,,  
253020,Bonificaciones,Bonificaciones,Liability,E,,No,,2530,,,,,,,,,,  
253025,Seguros,Seguros,Liability,E,,No,,2530,,,,,,,,,,  
253095,Otras,Otras,Liability,E,,No,,2530,,,,,,,,,,  
2532,Pensiones por pagar,Pensiones por pagar,Liability,E,,Yes,,25,,,,,,,,,,  
2535,Cuotas partes pensiones de jubilación,Cuotas partes pensiones de jubilación,Liability,E,,Yes,,25,,,,,,,,,,  
2540,Indemnizaciones laborales,Indemnizaciones laborales,Liability,E,,Yes,,25,,,,,,,,,,  
26,Pasivos estimados y provisiones,Pasivos estimados y provisiones,Liability,E,,Yes,,2,,,,,,,,,,  
2605,Para costos y gastos,Para costos y gastos,Liability,E,,Yes,,26,,,,,,,,,,  
260505,Intereses,Intereses,Liability,E,,No,,2605,,,,,,,,,,  
260510,Comisiones,Comisiones,Liability,E,,No,,2605,,,,,,,,,,  
260515,Honorarios,Honorarios,Liability,E,,No,,2605,,,,,,,,,,  
260520,Servicios técnicos,Servicios técnicos,Liability,E,,No,,2605,,,,,,,,,,  
260525,Transportes, fletes y acarreos,Transportes, fletes y acarreos,Liability,E,,No,,2605,,,,,,,,,,  
260530,Gastos de viaje,Gastos de viaje,Liability,E,,No,,2605,,,,,,,,,,  
260535,Servicios públicos,Servicios públicos,Liability,E,,No,,2605,,,,,,,,,,  
260540,Regalías,Regalías,Liability,E,,No,,2605,,,,,,,,,,  
260545,Garantías,Garantías,Liability,E,,No,,2605,,,,,,,,,,  
260550,Materiales y repuestos,Materiales y repuestos,Liability,E,,No,,2605,,,,,,,,,,  
260595,Otros,Otros,Liability,E,,No,,2605,,,,,,,,,,  
2610,Para obligaciones laborales,Para obligaciones laborales,Liability,E,,Yes,,26,,,,,,,,,,  
261005,Cesantías,Cesantías,Liability,E,,No,,2610,,,,,,,,,,  
261010,Intereses sobre cesantías,Intereses sobre cesantías,Liability,E,,No,,2610,,,,,,,,,,  
261015,Vacaciones,Vacaciones,Liability,E,,No,,2610,,,,,,,,,,  
261020,Prima de servicios,Prima de servicios,Liability,E,,No,,2610,,,,,,,,,,  
261025,Prestaciones extralegales,Prestaciones extralegales,Liability,E,,No,,2610,,,,,,,,,,  
261030,Viáticos,Viáticos,Liability,E,,No,,2610,,,,,,,,,,  
261095,Otras,Otras,Liability,E,,No,,2610,,,,,,,,,,  
2615,Para obligaciones fiscales,Para obligaciones fiscales,Liability,E,,Yes,,26,,,,,,,,,,  
261505,De renta y complementarios,De renta y complementarios,Liability,E,,No,,2615,,,,,,,,,,  
261510,De industria y comercio,De industria y comercio,Liability,E,,No,,2615,,,,,,,,,,  
261515,Tasa por utilización de puertos,Tasa por utilización de puertos,Liability,E,,No,,2615,,,,,,,,,,  
261520,De vehículos,De vehículos,Liability,E,,No,,2615,,,,,,,,,,  
261525,De hidrocarburos y minas,De hidrocarburos y minas,Liability,E,,No,,2615,,,,,,,,,,  
261595,Otros,Otros,Liability,E,,No,,2615,,,,,,,,,,  
2620,Pensiones de jubilación,Pensiones de jubilación,Liability,E,,Yes,,26,,,,,,,,,,  
262005,Cálculo actuarial pensiones de jubilación,Cálculo actuarial pensiones de jubilación,Liability,E,,No,,2620,,,,,,,,,,  
262010,Pensiones de jubilación por amortizar (DB),Pensiones de jubilación por amortizar (DB),Liability,E,,No,,2620,,,,,,,,,,  
2625,Para obras de urbanismo,Para obras de urbanismo,Liability,E,,Yes,,26,,,,,,,,,,  
262505,Acueducto y alcantarillado,Acueducto y alcantarillado,Liability,E,,No,,2625,,,,,,,,,,  
262510,Energía eléctrica,Energía eléctrica,Liability,E,,No,,2625,,,,,,,,,,  
262515,Teléfonos,Teléfonos,Liability,E,,No,,2625,,,,,,,,,,  
262595,Otros,Otros,Liability,E,,No,,2625,,,,,,,,,,  
2630,Para mantenimiento y reparaciones,Para mantenimiento y reparaciones,Liability,E,,Yes,,26,,,,,,,,,,  
263005,Terrenos,Terrenos,Liability,E,,No,,2630,,,,,,,,,,  
263010,Construcciones y edificaciones,Construcciones y edificaciones,Liability,E,,No,,2630,,,,,,,,,,  
263015,Maquinaria y equipo,Maquinaria y equipo,Liability,E,,No,,2630,,,,,,,,,,  
263020,Equipo de oficina,Equipo de oficina,Liability,E,,No,,2630,,,,,,,,,,  
263025,Equipo de computación y comunicación,Equipo de computación y comunicación,Liability,E,,No,,2630,,,,,,,,,,  
263030,Equipo médico-científico,Equipo médico-científico,Liability,E,,No,,2630,,,,,,,,,,  
263035,Equipo de hoteles y restaurantes,Equipo de hoteles y restaurantes,Liability,E,,No,,2630,,,,,,,,,,  
263040,Flota y equipo de transporte,Flota y equipo de transporte,Liability,E,,No,,2630,,,,,,,,,,  
263045,Flota y equipo fluvial y/o marítimo,Flota y equipo fluvial y/o marítimo,Liability,E,,No,,2630,,,,,,,,,,  
263050,Flota y equipo aéreo,Flota y equipo aéreo,Liability,E,,No,,2630,,,,,,,,,,  
263055,Flota y equipo férreo,Flota y equipo férreo,Liability,E,,No,,2630,,,,,,,,,,  
263060,Acueductos, plantas y redes,Acueductos, plantas y redes,Liability,E,,No,,2630,,,,,,,,,,  
263065,Armamento de vigilancia,Armamento de vigilancia,Liability,E,,No,,2630,,,,,,,,,,  
263070,Envases y empaques,Envases y empaques,Liability,E,,No,,2630,,,,,,,,,,  
263075,Plantaciones agrícolas y forestales,Plantaciones agrícolas y forestales,Liability,E,,No,,2630,,,,,,,,,,  
263080,Vías de comunicación,Vías de comunicación,Liability,E,,No,,2630,,,,,,,,,,  
263085,Pozos artesianos,Pozos artesianos,Liability,E,,No,,2630,,,,,,,,,,  
263095,Otros,Otros,Liability,E,,No,,2630,,,,,,,,,,  
2635,Para contingencias,Para contingencias,Liability,E,,Yes,,26,,,,,,,,,,  
263505,Multas y sanciones autoridades administrativas,Multas y sanciones autoridades administrativas,Liability,E,,No,,2635,,,,,,,,,,  
263510,Intereses por multas y sanciones,Intereses por multas y sanciones,Liability,E,,No,,2635,,,,,,,,,,  
263515,Reclamos,Reclamos,Liability,E,,No,,2635,,,,,,,,,,  
263520,Laborales,Laborales,Liability,E,,No,,2635,,,,,,,,,,  
263525,Civiles,Civiles,Liability,E,,No,,2635,,,,,,,,,,  
263530,Penales,Penales,Liability,E,,No,,2635,,,,,,,,,,  
263535,Administrativos,Administrativos,Liability,E,,No,,2635,,,,,,,,,,  
263540,Comerciales,Comerciales,Liability,E,,No,,2635,,,,,,,,,,  
263595,Otras,Otras,Liability,E,,No,,2635,,,,,,,,,,  
2640,Para obligaciones de garantías,Para obligaciones de garantías,Liability,E,,Yes,,26,,,,,,,,,,  
2695,Provisiones diversas,Provisiones diversas,Liability,E,,Yes,,26,,,,,,,,,,  
269505,Para beneficencia,Para beneficencia,Liability,E,,No,,2695,,,,,,,,,,  
269510,Para comunicaciones,Para comunicaciones,Liability,E,,No,,2695,,,,,,,,,,  
269515,Para pérdida en transporte,Para pérdida en transporte,Liability,E,,No,,2695,,,,,,,,,,  
269520,Para operación,Para operación,Liability,E,,No,,2695,,,,,,,,,,  
269525,Para protección de bienes agotables,Para protección de bienes agotables,Liability,E,,No,,2695,,,,,,,,,,  
269530,Para ajustes en redención de unidades,Para ajustes en redención de unidades,Liability,E,,No,,2695,,,,,,,,,,  
269535,Autoseguro,Autoseguro,Liability,E,,No,,2695,,,,,,,,,,  
269540,Planes y programas de reforestación y electrificación,Planes y programas de reforestación y electrificación,Liability,E,,No,,2695,,,,,,,,,,  
269595,Otras,Otras,Liability,E,,No,,2695,,,,,,,,,,  
27,Diferidos,Diferidos,Liability,E,,Yes,,2,,,,,,,,,,  
2705,Ingresos recibidos por anticipado,Ingresos recibidos por anticipado,Liability,E,,Yes,,27,,,,,,,,,,  
270505,Intereses,Intereses,Liability,E,,No,,2705,,,,,,,,,,  
270510,Comisiones,Comisiones,Liability,E,,No,,2705,,,,,,,,,,  
270515,Arrendamientos,Arrendamientos,Liability,E,,No,,2705,,,,,,,,,,  
270520,Honorarios,Honorarios,Liability,E,,No,,2705,,,,,,,,,,  
270525,Servicios técnicos,Servicios técnicos,Liability,E,,No,,2705,,,,,,,,,,  
270530,De suscriptores,De suscriptores,Liability,E,,No,,2705,,,,,,,,,,  
270535,Transportes, fletes y acarreos,Transportes, fletes y acarreos,Liability,E,,No,,2705,,,,,,,,,,  
270540,Mercancía en tránsito ya vendida,Mercancía en tránsito ya vendida,Liability,E,,No,,2705,,,,,,,,,,  
270545,Matrículas y pensiones,Matrículas y pensiones,Liability,E,,No,,2705,,,,,,,,,,  
270550,Cuotas de administración,Cuotas de administración,Liability,E,,No,,2705,,,,,,,,,,  
270595,Otros,Otros,Liability,E,,No,,2705,,,,,,,,,,  
2710,Abonos diferidos,Abonos diferidos,Liability,E,,Yes,,27,,,,,,,,,,  
271005,Reajuste del sistema,Reajuste del sistema,Liability,E,,No,,2710,,,,,,,,,,  
2715,Utilidad diferida en ventas a plazos,Utilidad diferida en ventas a plazos,Liability,E,,Yes,,27,,,,,,,,,,  
2720,Crédito por corrección monetaria diferida,Crédito por corrección monetaria diferida,Liability,E,,Yes,,27,,,,,,,,,,  
2725,Impuestos diferidos,Impuestos diferidos,Liability,E,,Yes,,27,,,,,,,,,,  
272505,Por depreciación flexible,Por depreciación flexible,Liability,E,,No,,2725,,,,,,,,,,  
272595,Diversos,Diversos,Liability,E,,No,,2725,,,,,,,,,,  
272599,Ajustes por inflación,Ajustes por inflación,Liability,E,,No,,2725,,,,,,,,,,  
28,Otros pasivos,Otros pasivos,Liability,E,,Yes,,2,,,,,,,,,,  
2805,Anticipos y avances recibidos,Anticipos y avances recibidos,Liability,E,,Yes,,28,,,,,,,,,,  
280505,De clientes,De clientes,Liability,E,,No,,2805,,,,,,,,,,  
280510,Sobre contratos,Sobre contratos,Liability,E,,No,,2805,,,,,,,,,,  
280515,Para obras en proceso,Para obras en proceso,Liability,E,,No,,2805,,,,,,,,,,  
280595,Otros,Otros,Liability,E,,No,,2805,,,,,,,,,,  
2810,Depósitos recibidos,Depósitos recibidos,Liability,E,,Yes,,28,,,,,,,,,,  
281005,Para futura suscripción de acciones,Para futura suscripción de acciones,Liability,E,,No,,2810,,,,,,,,,,  
281010,Para futuro pago de cuotas o derechos sociales,Para futuro pago de cuotas o derechos sociales,Liability,E,,No,,2810,,,,,,,,,,  
281015,Para garantía en la prestación de servicios,Para garantía en la prestación de servicios,Liability,E,,No,,2810,,,,,,,,,,  
281020,Para garantía de contratos,Para garantía de contratos,Liability,E,,No,,2810,,,,,,,,,,  
281025,De licitaciones,De licitaciones,Liability,E,,No,,2810,,,,,,,,,,  
281030,De manejo de bienes,De manejo de bienes,Liability,E,,No,,2810,,,,,,,,,,  
281035,Fondo de reserva,Fondo de reserva,Liability,E,,No,,2810,,,,,,,,,,  
281095,Otros,Otros,Liability,E,,No,,2810,,,,,,,,,,  
2815,Ingresos recibidos para terceros,Ingresos recibidos para terceros,Liability,E,,Yes,,28,,,,,,,,,,  
281505,Valores recibidos para terceros,Valores recibidos para terceros,Liability,E,,No,,2815,,,,,,,,,,  
281510,Venta por cuenta de terceros,Venta por cuenta de terceros,Liability,E,,No,,2815,,,,,,,,,,  
2820,Cuentas de operación conjunta,Cuentas de operación conjunta,Liability,E,,Yes,,28,,,,,,,,,,  
2825,Retenciones a terceros sobre contratos,Retenciones a terceros sobre contratos,Liability,E,,Yes,,28,,,,,,,,,,  
282505,Cumplimiento obligaciones laborales,Cumplimiento obligaciones laborales,Liability,E,,No,,2825,,,,,,,,,,  
282510,Para estabilidad de obra,Para estabilidad de obra,Liability,E,,No,,2825,,,,,,,,,,  
282515,Garantía cumplimiento de contratos,Garantía cumplimiento de contratos,Liability,E,,No,,2825,,,,,,,,,,  
2830,Embargos judiciales,Embargos judiciales,Liability,E,,Yes,,28,,,,,,,,,,  
283005,Indemnizaciones,Indemnizaciones,Liability,E,,No,,2830,,,,,,,,,,  
283010,Depósitos judiciales,Depósitos judiciales,Liability,E,,No,,2830,,,,,,,,,,  
2835,Acreedores del sistema,Acreedores del sistema,Liability,E,,Yes,,28,,,,,,,,,,  
283505,Cuotas netas,Cuotas netas,Liability,E,,No,,2835,,,,,,,,,,  
283510,Grupos en formación,Grupos en formación,Liability,E,,No,,2835,,,,,,,,,,  
2840,Cuentas en participación,Cuentas en participación,Liability,E,,Yes,,28,,,,,,,,,,  
2895,Diversos,Diversos,Liability,E,,Yes,,28,,,,,,,,,,  
289505,Préstamos de productos,Préstamos de productos,Liability,E,,No,,2895,,,,,,,,,,  
289510,Reembolso de costos exploratorios,Reembolso de costos exploratorios,Liability,E,,No,,2895,,,,,,,,,,  
289515,Programa de extensión agropecuaria,Programa de extensión agropecuaria,Liability,E,,No,,2895,,,,,,,,,,  
29,Bonos y papeles comerciales,Bonos y papeles comerciales,Liability,E,,Yes,,2,,,,,,,,,,  
2905,Bonos en circulación,Bonos en circulación,Liability,E,,Yes,,29,,,,,,,,,,  
2910,Bonos obligatoriamente convertibles en acciones,Bonos obligatoriamente convertibles en acciones,Liability,E,,Yes,,29,,,,,,,,,,  
2915,Papeles comerciales,Papeles comerciales,Liability,E,,Yes,,29,,,,,,,,,,  
2920,Bonos pensionales,Bonos pensionales,Liability,E,,Yes,,29,,,,,,,,,,  
292005,Valor bonos pensionales,Valor bonos pensionales,Liability,E,,No,,2920,,,,,,,,,,  
292010,Bonos pensionales por amortizar (DB),Bonos pensionales por amortizar (DB),Liability,E,,No,,2920,,,,,,,,,,  
292015,Intereses causados sobre bonos pensionales,Intereses causados sobre bonos pensionales,Liability,E,,No,,2920,,,,,,,,,,  
2925,Títulos pensionales,Títulos pensionales,Liability,E,,Yes,,29,,,,,,,,,,  
292505,Valor títulos pensionales,Valor títulos pensionales,Liability,E,,No,,2925,,,,,,,,,,  
292510,Títulos pensionales por amortizar (DB),Títulos pensionales por amortizar (DB),Liability,E,,No,,2925,,,,,,,,,,  
292515,Intereses causados sobre títulos pensionales,Intereses causados sobre títulos pensionales,Liability,E,,No,,2925,,,,,,,,,,  
3,Patrimonio,Patrimonio,Asset,E,,Yes,,,,,,,,,,,,  
31,Capital social,Capital social,Asset,E,,Yes,,3,,,,,,,,,,  
3105,Capital suscrito y pagado,Capital suscrito y pagado,Asset,E,,Yes,,31,,,,,,,,,,  
310505,Capital autorizado,Capital autorizado,Asset,E,,No,,3105,,,,,,,,,,  
310510,Capital por suscribir (DB),Capital por suscribir (DB),Asset,E,,No,,3105,,,,,,,,,,  
310515,Capital suscrito por cobrar (DB),Capital suscrito por cobrar (DB),Asset,E,,No,,3105,,,,,,,,,,  
3115,Aportes sociales,Aportes sociales,Asset,E,,Yes,,31,,,,,,,,,,  
311505,Cuotas o partes de interés social,Cuotas o partes de interés social,Asset,E,,No,,3115,,,,,,,,,,  
311510,Aportes de socios-fondo mutuo de inversión,Aportes de socios-fondo mutuo de inversión,Asset,E,,No,,3115,,,,,,,,,,  
311515,Contribución de la empresa-fondo mutuo de inversión,Contribución de la empresa-fondo mutuo de inversión,Asset,E,,No,,3115,,,,,,,,,,  
311520,Suscripciones del público,Suscripciones del público,Asset,E,,No,,3115,,,,,,,,,,  
3120,Capital asignado,Capital asignado,Asset,E,,Yes,,31,,,,,,,,,,  
3125,Inversión suplementaria al capital asignado,Inversión suplementaria al capital asignado,Asset,E,,Yes,,31,,,,,,,,,,  
3130,Capital de personas naturales,Capital de personas naturales,Asset,E,,Yes,,31,,,,,,,,,,  
3135,Aportes del Estado,Aportes del Estado,Asset,E,,Yes,,31,,,,,,,,,,  
3140,Fondo social,Fondo social,Asset,E,,Yes,,31,,,,,,,,,,  
32,Superávit de capital,Superávit de capital,Asset,E,,Yes,,3,,,,,,,,,,  
3205,Prima en colocación de acciones, cuotas o partes de interés social,Prima en colocación de acciones, cuotas o partes de interés social,Asset,E,,Yes,,32,,,,,,,,,,  
320505,Prima en colocación de acciones,Prima en colocación de acciones,Asset,E,,No,,3205,,,,,,,,,,  
320510,Prima en colocación de acciones por cobrar (DB),Prima en colocación de acciones por cobrar (DB),Asset,E,,No,,3205,,,,,,,,,,  
320515,Prima en colocación de cuotas o partes de interés social,Prima en colocación de cuotas o partes de interés social,Asset,E,,No,,3205,,,,,,,,,,  
3210,Donaciones,Donaciones,Asset,E,,Yes,,32,,,,,,,,,,  
321005,En dinero,En dinero,Asset,E,,No,,3210,,,,,,,,,,  
321010,En valores mobiliarios,En valores mobiliarios,Asset,E,,No,,3210,,,,,,,,,,  
321015,En bienes muebles,En bienes muebles,Asset,E,,No,,3210,,,,,,,,,,  
321020,En bienes inmuebles,En bienes inmuebles,Asset,E,,No,,3210,,,,,,,,,,  
321025,En intangibles,En intangibles,Asset,E,,No,,3210,,,,,,,,,,  
3215,Crédito mercantil,Crédito mercantil,Asset,E,,Yes,,32,,,,,,,,,,  
3220,Know how,Know how,Asset,E,,Yes,,32,,,,,,,,,,  
3225,Superávit método de participación,Superávit método de participación,Asset,E,,Yes,,32,,,,,,,,,,  
322505,De acciones,De acciones,Asset,E,,No,,3225,,,,,,,,,,  
322510,De cuotas o partes de interés social,De cuotas o partes de interés social,Asset,E,,No,,3225,,,,,,,,,,  
33,Reservas,Reservas,Asset,E,,Yes,,3,,,,,,,,,,  
3305,Reservas obligatorias,Reservas obligatorias,Asset,E,,Yes,,33,,,,,,,,,,  
330505,Reserva legal,Reserva legal,Asset,E,,No,,3305,,,,,,,,,,  
330510,Reservas por disposiciones fiscales,Reservas por disposiciones fiscales,Asset,E,,No,,3305,,,,,,,,,,  
330515,Reserva para readquisición de acciones,Reserva para readquisición de acciones,Asset,E,,No,,3305,,,,,,,,,,  
330516,Acciones propias readquiridas (DB),Acciones propias readquiridas (DB),Asset,E,,No,,3305,,,,,,,,,,  
330517,Reserva para readquisición de cuotas o partes de interés social,Reserva para readquisición de cuotas o partes de interés social,Asset,E,,No,,3305,,,,,,,,,,  
330518,Cuotas o partes de interés social propias readquiridas (DB),Cuotas o partes de interés social propias readquiridas (DB),Asset,E,,No,,3305,,,,,,,,,,  
330520,Reserva para extensión agropecuaria,Reserva para extensión agropecuaria,Asset,E,,No,,3305,,,,,,,,,,  
330525,Reserva Ley 7ª de 1990,Reserva Ley 7ª de 1990,Asset,E,,No,,3305,,,,,,,,,,  
330530,Reserva para reposición de semovientes,Reserva para reposición de semovientes,Asset,E,,No,,3305,,,,,,,,,,  
330535,Reserva Ley 4ª de 1980,Reserva Ley 4ª de 1980,Asset,E,,No,,3305,,,,,,,,,,  
330595,Otras,Otras,Asset,E,,No,,3305,,,,,,,,,,  
3310,Reservas estatutarias,Reservas estatutarias,Asset,E,,Yes,,33,,,,,,,,,,  
331005,Para futuras capitalizaciones,Para futuras capitalizaciones,Asset,E,,No,,3310,,,,,,,,,,  
331010,Para reposición de activos,Para reposición de activos,Asset,E,,No,,3310,,,,,,,,,,  
331015,Para futuros ensanches,Para futuros ensanches,Asset,E,,No,,3310,,,,,,,,,,  
331095,Otras,Otras,Asset,E,,No,,3310,,,,,,,,,,  
3315,Reservas ocasionales,Reservas ocasionales,Asset,E,,Yes,,33,,,,,,,,,,  
331505,Para beneficencia y civismo,Para beneficencia y civismo,Asset,E,,No,,3315,,,,,,,,,,  
331510,Para futuras capitalizaciones,Para futuras capitalizaciones,Asset,E,,No,,3315,,,,,,,,,,  
331515,Para futuros ensanches,Para futuros ensanches,Asset,E,,No,,3315,,,,,,,,,,  
331520,Para adquisición o reposición de propiedades, planta y equipo,Para adquisición o reposición de propiedades, planta y equipo,Asset,E,,No,,3315,,,,,,,,,,  
331525,Para investigaciones y desarrollo,Para investigaciones y desarrollo,Asset,E,,No,,3315,,,,,,,,,,  
331530,Para fomento económico,Para fomento económico,Asset,E,,No,,3315,,,,,,,,,,  
331535,Para capital de trabajo,Para capital de trabajo,Asset,E,,No,,3315,,,,,,,,,,  
331540,Para estabilización de rendimientos,Para estabilización de rendimientos,Asset,E,,No,,3315,,,,,,,,,,  
331545,A disposición del máximo órgano social,A disposición del máximo órgano social,Asset,E,,No,,3315,,,,,,,,,,  
331595,Otras,Otras,Asset,E,,No,,3315,,,,,,,,,,  
34,Revalorización del patrimonio,Revalorización del patrimonio,Asset,E,,Yes,,3,,,,,,,,,,  
