[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],Nivel,Tipo,Cuenta de la subcuenta,Desglose de la subcuenta,C/D de la subcuenta,Ultimo epigrafe,Izquierda(3),Sin signo,Orden,Order parent
D.A.A5.b,"b) Variación de provisiones y pérdidas de créditos incobrables","b) Variación de provisiones y pérdidas de créditos incobrables",Expense,B,,Yes,,D.A.A5,4,E,,,B,D.A.A5.b,D.A,D.A.A5.b,543,543
650,"Pérdidas de créditos comerciales incobrables","Pérdidas de créditos comerciales incobrables",Expense,B,,Yes,,D.A.A5.b,5,C,,,B,D.A.A5.b,650,650,544,544
694,"Dotación a la provisión para insolvencias de tráfico","Dotación a la provisión para insolvencias de tráfico",Expense,B,,Yes,,D.A.A5.b,5,C,,,B,D.A.A5.b,694,694,545,545
794,"Provisión para insolvencias de tráfico aplicada","Provisión para insolvencias de tráfico aplicada",Expense,B,,Yes,,D.A.A5.b,5,C,,,B,D.A.A5.b,794,794,546,546
D.A.A5.c,"c) Variación de otras provisiones de tráfico","c) Variación de otras provisiones de tráfico",Expense,B,,Yes,,D.A.A5,4,E,,,B,D.A.A5.c,D.A,D.A.A5.c,547,547
695,"Dotación a la provisión para otras operaciones de tráfico","Dotación a la provisión para otras operaciones de tráfico",Expense,B,,Yes,,D.A.A5.c,5,C,,,B,D.A.A5.c,695,695,548,548
795,"Provisión para otras operaciones de tráfico aplicada","Provisión para otras operaciones de tráfico aplicada",Expense,B,,Yes,,D.A.A5.c,5,C,,,B,D.A.A5.c,795,795,549,549
D.A.A6,"A6. Otros gastos de explotación","A6. Otros gastos de explotación",Expense,B,,Yes,,D.A,3,E,,,B,D.A.A6,D.A,D.A.A6,550,550
D.A.A6.a,"a) Servicios exteriores","a) Servicios exteriores",Expense,B,,Yes,,D.A.A6,4,E,,,B,D.A.A6.a,D.A,D.A.A6.a,551,551
620,"Gastos en investigación y desarrollo del ejercicio","Gastos en investigación y desarrollo del ejercicio",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,620,620,552,552
621,"Arrendamientos y cánones","Arrendamientos y cánones",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,621,621,553,553
622,"Reparaciones y conservación","Reparaciones y conservación",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,622,622,554,554
623,"Servicios de profesionales independientes","Servicios de profesionales independientes",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,623,623,555,555
624,"Transportes","Transportes",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,624,624,556,556
625,"Primas de seguros","Primas de seguros",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,625,625,557,557
626,"Servicios bancarios y similares","Servicios bancarios y similares",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,626,626,558,558
627,"Publicidad, propaganda y relaciones públicas","Publicidad, propaganda y relaciones públicas",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,627,627,559,559
628,"Suministros","Suministros",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,628,628,560,560
629,"Otros servicios","Otros servicios",Expense,B,,Yes,,D.A.A6.a,5,C,,,B,D.A.A6.a,629,629,561,561
D.A.A6.b,"b) Tributos","b) Tributos",Expense,B,,Yes,,D.A.A6,4,E,,,B,D.A.A6.b,D.A,D.A.A6.b,562,562
631,"Otros tributos","Otros tributos",Expense,B,,Yes,,D.A.A6.b,5,C,,,B,D.A.A6.b,631,631,563,563
632,"Sociedades transparentes, efecto impositivo","Sociedades transparentes, efecto impositivo",Expense,B,,Yes,,D.A.A6.b,5,C,,,B,D.A.A6.b,632,632,564,564
634,"Ajustes negativos en la imposición indirecta","Ajustes negativos en la imposición indirecta",Expense,B,,Yes,,D.A.A6.b,5,C,,,B,D.A.A6.b,634,634,565,565
6341,"Ajustes negativos en IVA de circulante","Ajustes negativos en IVA de circulante",Expense,B,,Yes,,634,6,B,,,B,D.A.A6.b,634,6341,566,566
6342,"Ajustes negativos en IVA de inversiones","Ajustes negativos en IVA de inversiones",Expense,B,,Yes,,634,6,B,,,B,D.A.A6.b,634,6342,567,567
636,"Devolución de impuestos","Devolución de impuestos",Expense,B,,Yes,,D.A.A6.b,5,C,,,B,D.A.A6.b,636,636,568,568
637,"Imposición indirecta, regímenes especiales","Imposición indirecta, regímenes especiales",Expense,B,,Yes,,D.A.A6.b,5,C,,,B,D.A.A6.b,637,637,569,569
639,"Ajustes positivos en la imposición indirecta","Ajustes positivos en la imposición indirecta",Expense,B,,Yes,,D.A.A6.b,5,C,,,B,D.A.A6.b,639,639,570,570
6391,"Ajustes positivos en IVA de circulante","Ajustes positivos en IVA de circulante",Expense,B,,Yes,,639,6,B,,,B,D.A.A6.b,639,6391,571,571
6392,"Ajustes positivos en IVA de inversiones","Ajustes positivos en IVA de inversiones",Expense,B,,Yes,,639,6,B,,,B,D.A.A6.b,639,6392,572,572
D.A.A6.c,"c) Otros gastos de gestión corriente","c) Otros gastos de gestión corriente",Expense,B,,Yes,,D.A.A6,4,E,,,B,D.A.A6.c,D.A,D.A.A6.c,573,573
651,"Resultados de operaciones en común","Resultados de operaciones en común",Expense,B,,Yes,,D.A.A6.c,5,C,,,B,D.A.A6.c,651,651,574,574
6510,"Beneficio transferido (gestor)","Beneficio transferido (gestor)",Expense,B,,Yes,,651,6,B,,,B,D.A.A6.c,651,6510,575,575
6511,"Pérdida soportada (partícipe o asociado no gestor)","Pérdida soportada (partícipe o asociado no gestor)",Expense,B,,Yes,,651,6,B,,,B,D.A.A6.c,651,6511,576,576
658,"Reintegro de subvenciones","Reintegro de subvenciones",Expense,B,,Yes,,D.A.A6.c,5,C,,,B,D.A.A6.c,658,658,577,577
659,"Otras pérdidas en gestión corriente","Otras pérdidas en gestión corriente",Expense,B,,Yes,,D.A.A6.c,5,C,,,B,D.A.A6.c,659,659,578,578
D.A.A6.d,"d) Dotación al fondo de reversión","d) Dotación al fondo de reversión",Expense,B,,Yes,,D.A.A6,4,E,,,B,D.A.A6.d,D.A,D.A.A6.d,579,579
690,"Dotación al fondo de reversión","Dotación al fondo de reversión",Expense,B,,Yes,,D.A.A6.d,5,C,,,B,D.A.A6.d,690,690,580,580
D.A.AI,"AI. Beneficios de explotacion   ( B1+B2+B3+B4-A1-A2-A3-A4-A5-A6 )","AI. Beneficios de explotacion   ( B1+B2+B3+B4-A1-A2-A3-A4-A5-A6 )",Expense,B,,Yes,,D.A,3,E,,,B,D.A.AI,D.A,D.A.AI,581,581
D.A.A7,"A7. Gastos financieros y gastos asimilados","A7. Gastos financieros y gastos asimilados",Expense,B,,Yes,,D.A,3,E,,,B,D.A.A7,D.A,D.A.A7,582,582
D.A.A7.a,"a) Por deudas con empresas del grupo","a) Por deudas con empresas del grupo",Expense,B,,Yes,,D.A.A7,4,E,,,B,D.A.A7.a,D.A,D.A.A7.a,583,583
6610,"Intereses de obligaciones y bonos a largo plazo en empresas del grupo","Intereses de obligaciones y bonos a largo plazo en empresas del grupo",Expense,B,,Yes,,D.A.A7.a,5,B,,,B,D.A.A7.a,661,6610,584,584
6615,"Intereses de obligaciones y bonos a corto plazo en empresas del grupo","Intereses de obligaciones y bonos a corto plazo en empresas del grupo",Expense,B,,Yes,,D.A.A7.a,5,B,,,B,D.A.A7.a,661,6615,585,585
6620,"Intereses de deudas a largo plazo con empresas del grupo","Intereses de deudas a largo plazo con empresas del grupo",Expense,B,,Yes,,D.A.A7.a,5,B,,,B,D.A.A7.a,662,6620,586,586
6630,"Intereses de deudas a corto plazo con empresas del grupo","Intereses de deudas a corto plazo con empresas del grupo",Expense,B,,Yes,,D.A.A7.a,5,B,,,B,D.A.A7.a,663,6630,587,587
6640,"Intereses por descuento de efectos en entidades de crédito del grupo","Intereses por descuento de efectos en entidades de crédito del grupo",Expense,B,,Yes,,D.A.A7.a,5,B,,,B,D.A.A7.a,664,6640,588,588
6650,"Descuentos sobre ventas por pronto pago a empresas del grupo","Descuentos sobre ventas por pronto pago a empresas del grupo",Expense,B,,Yes,,D.A.A7.a,5,B,,,B,D.A.A7.a,665,6650,589,589
D.A.A7.b,"b) Por deudas con empresas asociadas","b) Por deudas con empresas asociadas",Expense,B,,Yes,,D.A.A7,4,E,,,B,D.A.A7.b,D.A,D.A.A7.b,590,590
6611,"Intereses de obligaciones y bonos a largo plazo en empresas asociadas","Intereses de obligaciones y bonos a largo plazo en empresas asociadas",Expense,B,,Yes,,D.A.A7.b,5,B,,,B,D.A.A7.b,661,6611,591,591
6616,"Intereses de obligaciones y bonos a corto plazo en empresas asociadas","Intereses de obligaciones y bonos a corto plazo en empresas asociadas",Expense,B,,Yes,,D.A.A7.b,5,B,,,B,D.A.A7.b,661,6616,592,592
6621,"Intereses de deudas a largo plazo con empresas asociadas","Intereses de deudas a largo plazo con empresas asociadas",Expense,B,,Yes,,D.A.A7.b,5,B,,,B,D.A.A7.b,662,6621,593,593
6631,"Intereses de deudas a corto plazo con empresas asociadas","Intereses de deudas a corto plazo con empresas asociadas",Expense,B,,Yes,,D.A.A7.b,5,B,,,B,D.A.A7.b,663,6631,594,594
6641,"Intereses por descuento de efectos en entidades de crédito asociadas","Intereses por descuento de efectos en entidades de crédito asociadas",Expense,B,,Yes,,D.A.A7.b,5,B,,,B,D.A.A7.b,664,6641,595,595
6651,"Descuentos sobre ventas por pronto pago a empresas asociadas","Descuentos sobre ventas por pronto pago a empresas asociadas",Expense,B,,Yes,,D.A.A7.b,5,B,,,B,D.A.A7.b,665,6651,596,596
D.A.A7.c,"c) Por deudas con terceros y gastos asimilados","c) Por deudas con terceros y gastos asimilados",Expense,B,,Yes,,D.A.A7,4,E,,,B,D.A.A7.c,D.A,D.A.A7.c,597,597
6613,"Intereses de obligaciones y bonos a largo plazo en otras empresas","Intereses de obligaciones y bonos a largo plazo en otras empresas",Expense,B,,Yes,,D.A.A7.c,5,B,,,B,D.A.A7.c,661,6613,598,598
6618,"Intereses de obligaciones y bonos a corto plazo en otras empresas","Intereses de obligaciones y bonos a corto plazo en otras empresas",Expense,B,,Yes,,D.A.A7.c,5,B,,,B,D.A.A7.c,661,6618,599,599
6622,"Intereses de deudas a largo plazo con entidades de crédito","Intereses de deudas a largo plazo con entidades de crédito",Expense,B,,Yes,,D.A.A7.c,5,B,,,B,D.A.A7.c,662,6622,600,600
6623,"Intereses de deudas a largo plazo con otras empresas","Intereses de deudas a largo plazo con otras empresas",Expense,B,,Yes,,D.A.A7.c,5,B,,,B,D.A.A7.c,662,6623,601,601
6632,"Intereses de deudas a corto plazo con entidades de crédito","Intereses de deudas a corto plazo con entidades de crédito",Expense,B,,Yes,,D.A.A7.c,5,B,,,B,D.A.A7.c,663,6632,602,602
6633,"Intereses de deudas a corto plazo con otras empresas","Intereses de deudas a corto plazo con otras empresas",Expense,B,,Yes,,D.A.A7.c,5,B,,,B,D.A.A7.c,663,6633,603,603
6643,"Intereses por descuento de efectos en otras entidades de crédito","Intereses por descuento de efectos en otras entidades de crédito",Expense,B,,Yes,,D.A.A7.c,5,B,,,B,D.A.A7.c,664,6643,604,604
6653,"Descuentos sobre ventas por pronto pago a otras empresas","Descuentos sobre ventas por pronto pago a otras empresas",Expense,B,,Yes,,D.A.A7.c,5,B,,,B,D.A.A7.c,665,6653,605,605
669,"Otros gastos financieros","Otros gastos financieros",Expense,B,,Yes,,D.A.A7.c,5,C,,,B,D.A.A7.c,669,669,606,606
6690,"Otros gastos financieros","Otros gastos financieros",Expense,B,,Yes,,669,6,B,,,B,D.A.A7.c,669,6690,607,607
6691,"Gastos por diferencias derivadas del redondeo euro","Gastos por diferencias derivadas del redondeo euro",Expense,B,,Yes,,669,6,B,,,B,D.A.A7.c,669,6691,608,608
D.A.A7.d,"d) Pérdidas de inversiones financieras","d) Pérdidas de inversiones financieras",Expense,B,,Yes,,D.A.A7,4,E,,,B,D.A.A7.d,D.A,D.A.A7.d,609,609
666,"Pérdidas en valores negociables","Pérdidas en valores negociables",Expense,B,,Yes,,D.A.A7.d,5,C,,,B,D.A.A7.d,666,666,610,610
6660,"Pérdidas en valores negociables a largo plazo de empresas del grupo","Pérdidas en valores negociables a largo plazo de empresas del grupo",Expense,B,,Yes,,666,6,B,,,B,D.A.A7.d,666,6660,611,611
6661,"Pérdidas en valores negociables a largo plazo de empresas asociadas","Pérdidas en valores negociables a largo plazo de empresas asociadas",Expense,B,,Yes,,666,6,B,,,B,D.A.A7.d,666,6661,612,612
6663,"Pérdidas en valores negociables a largo plazo de otras empresas","Pérdidas en valores negociables a largo plazo de otras empresas",Expense,B,,Yes,,666,6,B,,,B,D.A.A7.d,666,6663,613,613
6665,"Pérdidas en valores negociables a corto plazo de empresas del grupo","Pérdidas en valores negociables a corto plazo de empresas del grupo",Expense,B,,Yes,,666,6,B,,,B,D.A.A7.d,666,6665,614,614
6666,"Pérdidas en valores negociables a corto plazo de empresas asociadas","Pérdidas en valores negociables a corto plazo de empresas asociadas",Expense,B,,Yes,,666,6,B,,,B,D.A.A7.d,666,6666,615,615
6668,"Pérdidas en valores negociables a corto plazo de otras empresas","Pérdidas en valores negociables a corto plazo de otras empresas",Expense,B,,Yes,,666,6,B,,,B,D.A.A7.d,666,6668,616,616
667,"Pérdidas de créditos","Pérdidas de créditos",Expense,B,,Yes,,D.A.A7.d,5,C,,,B,D.A.A7.d,667,667,617,617
6670,"Pérdidas de créditos a largo plazo a empresas del grupo","Pérdidas de créditos a largo plazo a empresas del grupo",Expense,B,,Yes,,667,6,B,,,B,D.A.A7.d,667,6670,618,618
6671,"Pérdidas de créditos a largo plazo a empresas asociadas","Pérdidas de créditos a largo plazo a empresas asociadas",Expense,B,,Yes,,667,6,B,,,B,D.A.A7.d,667,6671,619,619
6673,"Pérdidas de créditos a largo plazo a otras empresas","Pérdidas de créditos a largo plazo a otras empresas",Expense,B,,Yes,,667,6,B,,,B,D.A.A7.d,667,6673,620,620
6675,"Pérdidas de créditos a corto plazo a empresas del grupo","Pérdidas de créditos a corto plazo a empresas del grupo",Expense,B,,Yes,,667,6,B,,,B,D.A.A7.d,667,6675,621,621
6676,"Pérdidas de créditos a corto plazo a empresas asociadas","Pérdidas de créditos a corto plazo a empresas asociadas",Expense,B,,Yes,,667,6,B,,,B,D.A.A7.d,667,6676,622,622
6678,"Pérdidas de créditos a corto plazo a otras empresas","Pérdidas de créditos a corto plazo a otras empresas",Expense,B,,Yes,,667,6,B,,,B,D.A.A7.d,667,6678,623,623
D.A.A8,"A8. Variación de las provisiones de inversiones financieras","A8. Variación de las provisiones de inversiones financieras",Expense,B,,Yes,,D.A,3,E,,,B,D.A.A8,D.A,D.A.A8,624,624
6963,"Dotación a la provisión para valores negociables a largo plazo de otras empresas","Dotación a la provisión para valores negociables a largo plazo de otras empresas",Expense,B,,Yes,,D.A.A8,4,B,,,B,D.A.A8,696,6963,625,625
6965,"Dotación a la provisión para valores de renta fija a largo plazo de empresas del grupo","Dotación a la provisión para valores de renta fija a largo plazo de empresas del grupo",Expense,B,,Yes,,D.A.A8,4,B,,,B,D.A.A8,696,6965,626,626
6966,"Dotación a la provisión para valores de renta fija a largo plazo de empresas asociadas","Dotación a la provisión para valores de renta fija a largo plazo de empresas asociadas",Expense,B,,Yes,,D.A.A8,4,B,,,B,D.A.A8,696,6966,627,627
697,"Dotación a la provisión para insolvencias de créditos a largo plazo","Dotación a la provisión para insolvencias de créditos a largo plazo",Expense,B,,Yes,,D.A.A8,4,C,,,B,D.A.A8,697,697,628,628
6970,"Dotación a la provisión para insolvencias de créditos a largo plazo a empresas del grupo","Dotación a la provisión para insolvencias de créditos a largo plazo a empresas del grupo",Expense,B,,Yes,,697,5,B,,,B,D.A.A8,697,6970,629,629
6971,"Dotación a la provisión para insolvencias de créditos a largo plazo a empresas asociadas","Dotación a la provisión para insolvencias de créditos a largo plazo a empresas asociadas",Expense,B,,Yes,,697,5,B,,,B,D.A.A8,697,6971,630,630
6973,"Dotación a la provisión para insolvencias de créditos a largo plazo a otras empresas","Dotación a la provisión para insolvencias de créditos a largo plazo a otras empresas",Expense,B,,Yes,,697,5,B,,,B,D.A.A8,697,6973,631,631
698,"Dotación a la provisión para valores negociables a corto plazo","Dotación a la provisión para valores negociables a corto plazo",Expense,B,,Yes,,D.A.A8,4,C,,,B,D.A.A8,698,698,632,632
6980,"Dotación a la provisión para valores negociables a corto plazo de empresas del grupo","Dotación a la provisión para valores negociables a corto plazo de empresas del grupo",Expense,B,,Yes,,698,5,B,,,B,D.A.A8,698,6980,633,633
6981,"Dotación a la provisión para valores negociables a corto plazo de empresas asociadas","Dotación a la provisión para valores negociables a corto plazo de empresas asociadas",Expense,B,,Yes,,698,5,B,,,B,D.A.A8,698,6981,634,634
6983,"Dotación a la provisión para valores negociables a corto plazo de otras empresas","Dotación a la provisión para valores negociables a corto plazo de otras empresas",Expense,B,,Yes,,698,5,B,,,B,D.A.A8,698,6983,635,635
699,"Dotación a la provisión para insolvencias de créditos a corto plazo","Dotación a la provisión para insolvencias de créditos a corto plazo",Expense,B,,Yes,,D.A.A8,4,C,,,B,D.A.A8,699,699,636,636
6990,"Dotación a la provisión para insolvencias de créditos a corto plazo a empresas del grupo","Dotación a la provisión para insolvencias de créditos a corto plazo a empresas del grupo",Expense,B,,Yes,,699,5,B,,,B,D.A.A8,699,6990,637,637
6991,"Dotación a la provisión para insolvencias de créditos a corto plazo a empresas asociadas","Dotación a la provisión para insolvencias de créditos a corto plazo a empresas asociadas",Expense,B,,Yes,,699,5,B,,,B,D.A.A8,699,6991,638,638
6993,"Dotación a la provisión para insolvencias de créditos a corto plazo a otras empresas","Dotación a la provisión para insolvencias de créditos a corto plazo a otras empresas",Expense,B,,Yes,,699,5,B,,,B,D.A.A8,699,6993,639,639
7963,"Exceso de provisión para valores negociables a largo plazo de otras empresas","Exceso de provisión para valores negociables a largo plazo de otras empresas",Expense,B,,Yes,,D.A.A8,4,B,,,B,D.A.A8,796,7963,640,640
7965,"Exceso de provisión para valores de renta fija a largo plazo de empresas del grupo","Exceso de provisión para valores de renta fija a largo plazo de empresas del grupo",Expense,B,,Yes,,D.A.A8,4,B,,,B,D.A.A8,796,7965,641,641
7966,"Exceso de provisión para valores de renta fija a largo plazo de empresas asociadas","Exceso de provisión para valores de renta fija a largo plazo de empresas asociadas",Expense,B,,Yes,,D.A.A8,4,B,,,B,D.A.A8,796,7966,642,642
797,"Exceso de provisión para insolvencias de créditos a largo plazo","Exceso de provisión para insolvencias de créditos a largo plazo",Expense,B,,Yes,,D.A.A8,4,C,,,B,D.A.A8,797,797,643,643
7970,"Exceso de provisión para insolvencias de créditos a largo plazo de empresas del grupo","Exceso de provisión para insolvencias de créditos a largo plazo de empresas del grupo",Expense,B,,Yes,,797,5,B,,,B,D.A.A8,797,7970,644,644
7971,"Exceso de provisión para insolvencias de créditos a largo plazo de empresas asociadas","Exceso de provisión para insolvencias de créditos a largo plazo de empresas asociadas",Expense,B,,Yes,,797,5,B,,,B,D.A.A8,797,7971,645,645
7973,"Exceso de provisión para insolvencias de créditos a largo plazo de otras empresas","Exceso de provisión para insolvencias de créditos a largo plazo de otras empresas",Expense,B,,Yes,,797,5,B,,,B,D.A.A8,797,7973,646,646
798,"Exceso de provisión para valores negociables a corto plazo","Exceso de provisión para valores negociables a corto plazo",Expense,B,,Yes,,D.A.A8,4,C,,,B,D.A.A8,798,798,647,647
7980,"Exceso de provisión para valores negociables a corto plazo de empresas del grupo","Exceso de provisión para valores negociables a corto plazo de empresas del grupo",Expense,B,,Yes,,798,5,B,,,B,D.A.A8,798,7980,648,648
7981,"Exceso de provisión para valores negociables a corto plazo de empresas asociadas","Exceso de provisión para valores negociables a corto plazo de empresas asociadas",Expense,B,,Yes,,798,5,B,,,B,D.A.A8,798,7981,649,649
7983,"Exceso de provisión para valores negociables a corto plazo de otras empresas","Exceso de provisión para valores negociables a corto plazo de otras empresas",Expense,B,,Yes,,798,5,B,,,B,D.A.A8,798,7983,650,650
799,"Exceso de provisión para insolvencias de créditos a corto plazo","Exceso de provisión para insolvencias de créditos a corto plazo",Expense,B,,Yes,,D.A.A8,4,C,,,B,D.A.A8,799,799,651,651
7990,"Exceso de provisión para insolvencias de créditos a corto plazo de empresas del grupo","Exceso de provisión para insolvencias de créditos a corto plazo de empresas del grupo",Expense,B,,Yes,,799,5,B,,,B,D.A.A8,799,7990,652,652
7991,"Exceso de provisión para insolvencias de créditos a corto plazo de empresas asociadas","Exceso de provisión para insolvencias de créditos a corto plazo de empresas asociadas",Expense,B,,Yes,,799,5,B,,,B,D.A.A8,799,7991,653,653
7993,"Exceso de provisión para insolvencias de créditos a corto plazo de otras empresas.","Exceso de provisión para insolvencias de créditos a corto plazo de otras empresas.",Expense,B,,Yes,,799,5,B,,,B,D.A.A8,799,7993,654,654
